emp_no,title,from_date,to_date
12752,Junior Web Dev,09/02/2003,06/17/2009
12752,Senior Web Development,06/17/2009,05/15/2015
12752,Development Project Manager,05/15/2015,01/01/9999
16713,Web Developer,03/20/2001,02/25/2004
16713,Junior Web Dev,02/25/2004,10/05/2009
16713,Senior Web Development,10/05/2009,07/03/2014
16713,Development Project Manager,07/03/2014,01/01/9999
19681,Web Developer,11/20/1999,07/01/2004
19681,Junior Web Dev,07/01/2004,01/13/2010
19681,Senior Web Development,01/13/2010,05/17/2015
19681,Development Project Manager,05/17/2015,01/01/9999
11144,Entry Level Sales,07/22/2001,05/08/2004
11144,Retail Associate,05/08/2004,01/14/2010
11144,Sales Representative,01/14/2010,06/30/2014
11144,Sales Lead,06/30/2014,01/01/9999
11796,Entry Level Sales,12/19/1998,01/01/2004
11796,Retail Associate,01/01/2004,06/10/2009
11796,Sales Representative,06/10/2009,12/02/2014
11796,Sales Lead,12/02/2014,01/01/9999
10803,Entry Level Sales,11/30/2002,09/17/2003
10803,Retail Associate,09/17/2003,06/05/2010
10803,Sales Representative,06/05/2010,09/26/2014
10803,Sales Lead,09/26/2014,01/01/9999
11041,Entry Level Sales,12/10/2000,10/31/2003
11041,Retail Associate,10/31/2003,10/31/2009
11041,Sales Representative,10/31/2009,07/19/2014
11041,Sales Lead,07/19/2014,01/01/9999
11017,Entry Level Sales,10/14/2002,05/16/2004
11017,Retail Associate,05/16/2004,12/20/2009
11017,Sales Representative,12/20/2009,03/17/2015
11017,Sales Lead,03/17/2015,01/01/9999
14317,Entry Level Sales,01/01/2001,10/08/2003
14317,Retail Associate,10/08/2003,03/20/2010
14317,Sales Representative,03/20/2010,05/01/2015
14317,Sales Lead,05/01/2015,01/01/9999
14517,Entry Level Sales,08/06/2000,05/09/2004
14517,Retail Associate,05/09/2004,01/24/2010
14517,Sales Representative,01/24/2010,07/26/2014
14517,Sales Lead,07/26/2014,01/01/9999
16417,Entry Level Sales,01/15/2000,04/21/2004
16417,Retail Associate,04/21/2004,06/28/2010
16417,Sales Representative,06/28/2010,07/23/2014
16417,Sales Lead,07/23/2014,01/01/9999
16173,Entry Level Sales,04/08/2000,05/04/2004
16173,Retail Associate,05/04/2004,11/16/2009
16173,Sales Representative,11/16/2009,06/27/2014
16173,Sales Lead,06/27/2014,01/01/9999
18581,Entry Level Sales,04/03/2000,01/13/2004
18581,Retail Associate,01/13/2004,09/04/2009
18581,Sales Representative,09/04/2009,03/23/2015
18581,Sales Lead,03/23/2015,01/01/9999
17760,Entry Level Sales,04/24/2000,06/05/2004
17760,Retail Associate,06/05/2004,07/21/2009
17760,Sales Representative,07/21/2009,01/19/2015
17760,Sales Lead,01/19/2015,01/01/9999
17793,Entry Level Sales,08/04/2002,10/01/2003
17793,Retail Associate,10/01/2003,09/18/2009
17793,Sales Representative,09/18/2009,07/04/2015
17793,Sales Lead,07/04/2015,01/01/9999
11739,Entry Level Sales,10/06/1998,02/28/2004
11739,Retail Associate,02/28/2004,06/06/2010
11739,Sales Representative,06/06/2010,12/14/2014
11739,Sales Lead,12/14/2014,01/01/9999
19749,Entry Level Sales,06/24/2001,03/12/2004
19749,Retail Associate,03/12/2004,10/27/2009
19749,Sales Representative,10/27/2009,04/20/2015
19749,Sales Lead,04/20/2015,01/01/9999
13065,Entry Level Sales,04/19/1999,12/30/2003
13065,Retail Associate,12/30/2003,09/26/2009
13065,Sales Representative,09/26/2009,02/09/2015
13065,Sales Lead,02/09/2015,01/01/9999
18912,Entry Level Sales,03/01/1999,06/16/2004
18912,Retail Associate,06/16/2004,08/30/2009
18912,Sales Representative,08/30/2009,05/11/2015
18912,Sales Lead,05/11/2015,01/01/9999
11753,Entry Level Sales,09/12/2001,02/05/2004
11753,Retail Associate,02/05/2004,06/08/2010
11753,Sales Representative,06/08/2010,08/31/2014
11753,Sales Lead,08/31/2014,01/01/9999
10465,Entry Level Sales,06/04/2000,10/27/2003
10465,Retail Associate,10/27/2003,02/19/2010
10465,Sales Representative,02/19/2010,05/11/2015
10465,Sales Lead,05/11/2015,01/01/9999
10038,Entry Level Sales,03/04/2000,09/22/2003
10038,Retail Associate,09/22/2003,11/03/2009
10038,Sales Representative,11/03/2009,07/15/2014
10038,Sales Lead,07/15/2014,01/01/9999
17411,Entry Level Sales,02/10/2001,04/30/2004
17411,Retail Associate,04/30/2004,07/22/2009
17411,Sales Representative,07/22/2009,07/14/2014
17411,Sales Lead,07/14/2014,01/01/9999
12534,Entry Level Sales,08/12/1999,03/21/2004
12534,Retail Associate,03/21/2004,05/16/2010
12534,Sales Representative,05/16/2010,02/25/2015
12534,Sales Lead,02/25/2015,01/01/9999
17630,Entry Level Sales,07/12/1999,12/23/2003
17630,Retail Associate,12/23/2003,03/06/2010
17630,Sales Representative,03/06/2010,06/09/2014
17630,Sales Lead,06/09/2014,01/01/9999
13428,Entry Level Sales,08/01/1999,04/03/2004
13428,Retail Associate,04/03/2004,05/07/2010
13428,Sales Representative,05/07/2010,02/24/2015
13428,Sales Lead,02/24/2015,01/01/9999
16987,Entry Level Sales,08/11/1999,01/15/2004
16987,Retail Associate,01/15/2004,01/13/2010
16987,Sales Representative,01/13/2010,02/14/2015
16987,Sales Lead,02/14/2015,01/01/9999
10992,Entry Level Sales,09/09/2002,06/04/2004
10992,Retail Associate,06/04/2004,01/03/2010
10992,Sales Representative,01/03/2010,07/07/2014
10992,Sales Lead,07/07/2014,01/01/9999
10214,Entry Level Sales,09/17/2001,02/28/2004
10214,Retail Associate,02/28/2004,04/08/2010
10214,Sales Representative,04/08/2010,09/26/2014
10214,Sales Lead,09/26/2014,01/01/9999
11333,Entry Level Sales,03/20/2003,08/05/2003
11333,Retail Associate,08/05/2003,07/19/2009
11333,Sales Representative,07/19/2009,10/10/2014
11333,Sales Lead,10/10/2014,01/01/9999
15362,Entry Level Sales,05/11/2000,11/15/2003
15362,Retail Associate,11/15/2003,11/15/2009
15362,Sales Representative,11/15/2009,10/21/2014
15362,Sales Lead,10/21/2014,01/01/9999
11793,Research Technician,06/14/1999,02/22/2004
11793,Research Associate,02/22/2004,05/16/2010
11793,Senior Research Associate,05/16/2010,12/16/2014
11793,Research Manager,12/16/2014,01/01/9999
15531,Research Technician,02/28/2001,06/17/2004
15531,Research Associate,06/17/2004,02/25/2010
15531,Senior Research Associate,02/25/2010,09/28/2014
15531,Research Manager,09/28/2014,01/01/9999
13304,Research Technician,09/29/2000,06/23/2004
13304,Research Associate,06/23/2004,03/20/2010
13304,Senior Research Associate,03/20/2010,08/17/2014
13304,Research Manager,08/17/2014,01/01/9999
11608,Research Technician,05/06/2000,11/18/2003
11608,Research Associate,11/18/2003,04/26/2010
11608,Senior Research Associate,04/26/2010,05/14/2015
11608,Research Manager,05/14/2015,01/01/9999
15094,Research Technician,08/28/2001,11/05/2003
15094,Research Associate,11/05/2003,07/05/2009
15094,Senior Research Associate,07/05/2009,09/23/2014
15094,Research Manager,09/23/2014,01/01/9999
10983,Research Technician,09/12/1999,08/05/2003
10983,Research Associate,08/05/2003,09/25/2009
10983,Senior Research Associate,09/25/2009,12/20/2014
10983,Research Manager,12/20/2014,01/01/9999
10868,Research Technician,04/14/2000,06/15/2003
10868,Research Associate,06/15/2003,03/06/2010
10868,Senior Research Associate,03/06/2010,09/20/2014
10868,Research Manager,09/20/2014,01/01/9999
16006,Research Technician,11/12/1999,05/14/2004
16006,Research Associate,05/14/2004,06/06/2009
16006,Senior Research Associate,06/06/2009,02/16/2015
16006,Research Manager,02/16/2015,01/01/9999
11990,Research Technician,03/02/2000,05/11/2004
11990,Research Associate,05/11/2004,01/09/2010
11990,Senior Research Associate,01/09/2010,06/18/2014
11990,Research Manager,06/18/2014,01/01/9999
19567,Research Technician,01/11/2001,09/30/2003
19567,Research Associate,09/30/2003,07/23/2009
19567,Senior Research Associate,07/23/2009,02/07/2015
19567,Research Manager,02/07/2015,01/01/9999
11134,Research Technician,03/15/1999,02/11/2004
11134,Research Associate,02/11/2004,09/01/2009
11134,Senior Research Associate,09/01/2009,11/06/2014
11134,Research Manager,11/06/2014,01/01/9999
14244,Research Technician,07/27/2001,06/24/2004
14244,Research Associate,06/24/2004,08/30/2009
14244,Senior Research Associate,08/30/2009,06/19/2015
14244,Research Manager,06/19/2015,01/01/9999
17290,Research Technician,09/11/2002,09/08/2003
17290,Research Associate,09/08/2003,06/15/2009
17290,Senior Research Associate,06/15/2009,06/27/2015
17290,Research Manager,06/27/2015,01/01/9999
16149,Research Technician,07/02/2002,10/03/2003
16149,Research Associate,10/03/2003,07/30/2009
16149,Senior Research Associate,07/30/2009,02/20/2015
16149,Research Manager,02/20/2015,01/01/9999
15433,Research Technician,07/25/1999,06/07/2004
15433,Research Associate,06/07/2004,11/01/2009
15433,Senior Research Associate,11/01/2009,01/16/2015
15433,Research Manager,01/16/2015,01/01/9999
16705,Research Technician,06/18/2001,12/10/2003
16705,Research Associate,12/10/2003,05/30/2010
16705,Senior Research Associate,05/30/2010,08/23/2014
16705,Research Manager,08/23/2014,01/01/9999
11790,Research Technician,03/11/2002,02/28/2004
11790,Research Associate,02/28/2004,02/01/2010
11790,Senior Research Associate,02/01/2010,10/02/2014
11790,Research Manager,10/02/2014,01/01/9999
10765,Research Technician,10/29/2001,04/18/2004
10765,Research Associate,04/18/2004,03/04/2010
10765,Senior Research Associate,03/04/2010,06/16/2015
10765,Research Manager,06/16/2015,01/01/9999
17586,Research Technician,05/23/2002,12/07/2003
17586,Research Associate,12/07/2003,01/10/2010
17586,Senior Research Associate,01/10/2010,10/22/2014
17586,Research Manager,10/22/2014,01/01/9999
11738,Research Technician,04/22/2000,02/16/2004
11738,Research Associate,02/16/2004,01/04/2010
11738,Senior Research Associate,01/04/2010,01/30/2015
11738,Research Manager,01/30/2015,01/01/9999
11458,Research Technician,08/27/2001,11/14/2003
11458,Research Associate,11/14/2003,10/25/2009
11458,Senior Research Associate,10/25/2009,04/25/2015
11458,Research Manager,04/25/2015,01/01/9999
16510,Research Technician,08/07/1999,03/29/2004
16510,Research Associate,03/29/2004,06/17/2010
16510,Senior Research Associate,06/17/2010,05/24/2015
16510,Research Manager,05/24/2015,01/01/9999
16208,Research Technician,01/29/2000,06/27/2004
16208,Research Associate,06/27/2004,08/10/2009
16208,Senior Research Associate,08/10/2009,04/27/2015
16208,Research Manager,04/27/2015,01/01/9999
10180,Research Technician,11/24/2001,01/05/2004
10180,Research Associate,01/05/2004,05/12/2010
10180,Senior Research Associate,05/12/2010,10/01/2014
10180,Research Manager,10/01/2014,01/01/9999
17723,Research Technician,11/15/2000,10/26/2003
17723,Research Associate,10/26/2003,08/01/2009
17723,Senior Research Associate,08/01/2009,07/01/2015
17723,Research Manager,07/01/2015,01/01/9999
15599,Research Technician,08/25/2001,12/19/2003
15599,Research Associate,12/19/2003,05/29/2010
15599,Senior Research Associate,05/29/2010,09/15/2014
15599,Research Manager,09/15/2014,01/01/9999
14795,Research Technician,12/06/1999,04/17/2004
14795,Research Associate,04/17/2004,06/20/2009
14795,Senior Research Associate,06/20/2009,08/27/2014
14795,Research Manager,08/27/2014,01/01/9999
15452,Research Technician,03/01/1999,04/03/2004
15452,Research Associate,04/03/2004,09/08/2009
15452,Senior Research Associate,09/08/2009,07/05/2015
15452,Research Manager,07/05/2015,01/01/9999
12342,Customer Service Call Center,04/16/2000,10/20/2003
12342,Customer Service Associate,10/20/2003,10/15/2009
12342,Customer Service Representative,10/15/2009,08/26/2014
12342,Customer Service Manager,08/26/2014,01/01/9999
14463,Customer Service Call Center,01/22/2002,02/05/2004
14463,Customer Service Associate,02/05/2004,03/05/2010
14463,Customer Service Representative,03/05/2010,04/20/2015
14463,Customer Service Manager,04/20/2015,01/01/9999
18308,Customer Service Call Center,06/15/2002,05/01/2004
18308,Customer Service Associate,05/01/2004,07/08/2009
18308,Customer Service Representative,07/08/2009,08/14/2014
18308,Customer Service Manager,08/14/2014,01/01/9999
18678,Customer Service Call Center,12/18/2002,05/17/2004
18678,Customer Service Associate,05/17/2004,06/28/2010
18678,Customer Service Representative,06/28/2010,01/18/2015
18678,Customer Service Manager,01/18/2015,01/01/9999
13267,Customer Service Call Center,05/27/2002,09/11/2003
13267,Customer Service Associate,09/11/2003,07/23/2009
13267,Customer Service Representative,07/23/2009,02/06/2015
13267,Customer Service Manager,02/06/2015,01/01/9999
11932,Customer Service Call Center,10/31/1999,08/23/2003
11932,Customer Service Associate,08/23/2003,04/26/2010
11932,Customer Service Representative,04/26/2010,06/25/2015
11932,Customer Service Manager,06/25/2015,01/01/9999
10292,Customer Service Call Center,11/27/2002,07/04/2004
10292,Customer Service Associate,07/04/2004,03/01/2010
10292,Customer Service Representative,03/01/2010,12/12/2014
10292,Customer Service Manager,12/12/2014,01/01/9999
15473,Customer Service Call Center,04/19/2003,04/27/2004
15473,Customer Service Associate,04/27/2004,04/02/2010
15473,Customer Service Representative,04/02/2010,02/01/2015
15473,Customer Service Manager,02/01/2015,01/01/9999
17854,Customer Service Call Center,12/16/2000,01/27/2004
17854,Customer Service Associate,01/27/2004,04/03/2010
17854,Customer Service Representative,04/03/2010,02/05/2015
17854,Customer Service Manager,02/05/2015,01/01/9999
17872,Customer Service Call Center,04/04/1999,03/10/2004
17872,Customer Service Associate,03/10/2004,09/16/2009
17872,Customer Service Representative,09/16/2009,07/12/2014
17872,Customer Service Manager,07/12/2014,01/01/9999
13928,Customer Service Call Center,11/30/1998,08/18/2003
13928,Customer Service Associate,08/18/2003,03/23/2010
13928,Customer Service Representative,03/23/2010,01/27/2015
13928,Customer Service Manager,01/27/2015,01/01/9999
14150,Customer Service Call Center,01/12/2003,09/27/2003
14150,Customer Service Associate,09/27/2003,06/27/2009
14150,Customer Service Representative,06/27/2009,08/26/2014
14150,Customer Service Manager,08/26/2014,01/01/9999
16958,Customer Service Call Center,05/01/2000,11/04/2003
16958,Customer Service Associate,11/04/2003,03/07/2010
16958,Customer Service Representative,03/07/2010,08/18/2014
16958,Customer Service Manager,08/18/2014,01/01/9999
18733,Customer Service Call Center,03/27/2000,03/10/2004
18733,Customer Service Associate,03/10/2004,11/12/2009
18733,Customer Service Representative,11/12/2009,08/07/2014
18733,Customer Service Manager,08/07/2014,01/01/9999
15999,Customer Service Call Center,04/06/1999,10/03/2003
15999,Customer Service Associate,10/03/2003,09/19/2009
15999,Customer Service Representative,09/19/2009,01/01/2015
15999,Customer Service Manager,01/01/2015,01/01/9999
11922,Customer Service Call Center,03/08/2003,03/06/2004
11922,Customer Service Associate,03/06/2004,12/01/2009
11922,Customer Service Representative,12/01/2009,07/01/2014
11922,Customer Service Manager,07/01/2014,01/01/9999
10053,Customer Service Call Center,01/17/2001,09/12/2003
10053,Customer Service Associate,09/12/2003,06/29/2009
10053,Customer Service Representative,06/29/2009,05/05/2015
10053,Customer Service Manager,05/05/2015,01/01/9999
18894,Customer Service Call Center,09/10/1999,07/02/2004
18894,Customer Service Associate,07/02/2004,09/11/2009
18894,Customer Service Representative,09/11/2009,06/29/2015
18894,Customer Service Manager,06/29/2015,01/01/9999
13187,Customer Service Call Center,02/20/2003,09/10/2003
13187,Customer Service Associate,09/10/2003,01/26/2010
13187,Customer Service Representative,01/26/2010,01/28/2015
13187,Customer Service Manager,01/28/2015,01/01/9999
11898,Customer Service Call Center,09/22/2001,04/02/2004
11898,Customer Service Associate,04/02/2004,02/03/2010
11898,Customer Service Representative,02/03/2010,10/13/2014
11898,Customer Service Manager,10/13/2014,01/01/9999
18746,Customer Service Call Center,11/13/2002,09/25/2003
18746,Customer Service Associate,09/25/2003,05/07/2010
18746,Customer Service Representative,05/07/2010,06/10/2015
18746,Customer Service Manager,06/10/2015,01/01/9999
12801,Customer Service Call Center,06/27/2000,08/19/2003
12801,Customer Service Associate,08/19/2003,11/28/2009
12801,Customer Service Representative,11/28/2009,01/17/2015
12801,Customer Service Manager,01/17/2015,01/01/9999
18980,Customer Service Call Center,04/01/2000,01/09/2004
18980,Customer Service Associate,01/09/2004,01/25/2010
18980,Customer Service Representative,01/25/2010,08/19/2014
18980,Customer Service Manager,08/19/2014,01/01/9999
12950,Customer Service Call Center,07/18/2000,07/05/2004
12950,Customer Service Associate,07/05/2004,02/10/2010
12950,Customer Service Representative,02/10/2010,07/19/2014
12950,Customer Service Manager,07/19/2014,01/01/9999
19624,Customer Service Call Center,06/06/2001,11/08/2003
19624,Customer Service Associate,11/08/2003,12/13/2009
19624,Customer Service Representative,12/13/2009,06/25/2014
19624,Customer Service Manager,06/25/2014,01/01/9999
18313,Customer Service Call Center,02/09/1999,03/10/2004
18313,Customer Service Associate,03/10/2004,03/09/2010
18313,Customer Service Representative,03/09/2010,01/27/2015
18313,Customer Service Manager,01/27/2015,01/01/9999
10864,Customer Service Call Center,11/24/2001,06/02/2004
10864,Customer Service Associate,06/02/2004,06/15/2009
10864,Customer Service Representative,06/15/2009,03/14/2015
10864,Customer Service Manager,03/14/2015,01/01/9999
14953,Customer Service Call Center,10/23/1999,07/17/2003
14953,Customer Service Associate,07/17/2003,04/02/2010
14953,Customer Service Representative,04/02/2010,08/24/2014
14953,Customer Service Manager,08/24/2014,01/01/9999
19144,Communications Manager,2/16/1999,01/01/9999
14660,Finance Management,12/7/1998,01/01/9999
16956,Production Manager,10/4/2000,01/01/9999
14664,Development Project Manager,1/14/1999,01/01/9999
10330,Customer Service Manager,3/19/2001,01/01/9999
