emp_no,salary,from_date,to_date
18505,62524,05/26/2010,11/10/2012
18505,65067.52,11/10/2012,07/24/2016
18505,67080.73,07/24/2016,01/01/9999
18071,55127,05/30/2008,04/11/2011
18071,60141,04/11/2011,09/20/2013
18071,62684.52,09/20/2013,12/03/2015
18071,64697.73,12/03/2015,01/01/9999
10625,57819,02/12/2009,12/30/2010
10625,63107,12/30/2010,01/20/2013
10625,65650.52,01/20/2013,12/19/2015
10625,67663.73,12/19/2015,01/01/9999
10318,57465,04/06/2006,09/23/2011
10318,62830,09/23/2011,07/16/2013
10318,65373.52,07/16/2013,05/28/2016
10318,67386.73,05/28/2016,01/01/9999
11230,56018,05/09/2008,06/27/2010
11230,60221,06/27/2010,09/30/2013
11230,62764.52,09/30/2013,09/01/2016
11230,64777.73,09/01/2016,01/01/9999
15526,55435,08/28/2003,10/13/2010
15526,60259,10/13/2010,08/13/2013
15526,62802.52,08/13/2013,12/25/2015
15526,64815.73,12/25/2015,01/01/9999
12320,57542,07/25/2003,10/30/2010
12320,64394,10/30/2010,07/24/2013
12320,66937.52,07/24/2013,03/21/2016
12320,68950.73,03/21/2016,01/01/9999
14064,56653,01/15/2007,06/03/2010
14064,60614,06/03/2010,04/25/2013
14064,63157.52,04/25/2013,03/22/2016
14064,65170.73,03/22/2016,01/01/9999
17022,55159,04/14/2007,06/22/2011
17022,62622,06/22/2011,05/07/2013
17022,65165.52,05/07/2013,08/24/2016
17022,67178.73,08/24/2016,01/01/9999
13944,55110,11/21/2006,10/10/2011
13944,61462,10/10/2011,09/27/2013
13944,64005.52,09/27/2013,02/13/2016
13944,66018.73,02/13/2016,01/01/9999
11646,55410,03/09/2004,06/22/2011
11646,63341,06/22/2011,02/15/2013
11646,65884.52,02/15/2013,12/20/2015
11646,67897.73,12/20/2015,01/01/9999
16142,57607,08/04/2008,09/14/2010
16142,63334,09/14/2010,12/15/2012
16142,65877.52,12/15/2012,08/08/2016
16142,67890.73,08/08/2016,01/01/9999
18417,56636,05/28/2005,11/11/2010
18417,65182,11/11/2010,04/24/2013
18417,67725.52,04/24/2013,01/18/2016
18417,69738.73,01/18/2016,01/01/9999
18664,55300,10/09/2007,05/16/2011
18664,61517,05/16/2011,07/13/2013
18664,64060.52,07/13/2013,02/13/2016
18664,66073.73,02/13/2016,01/01/9999
19534,56866,03/07/2009,12/29/2010
19534,65592,12/29/2010,05/20/2013
19534,68135.52,05/20/2013,03/04/2016
19534,70148.73,03/04/2016,01/01/9999
12969,55148,01/17/2007,07/28/2011
12969,60598,07/28/2011,02/19/2013
12969,63141.52,02/19/2013,10/26/2016
12969,65154.73,10/26/2016,01/01/9999
10607,55712,03/20/2007,10/18/2011
10607,65460,10/18/2011,08/22/2013
10607,68003.52,08/22/2013,05/28/2016
10607,70016.73,05/28/2016,01/01/9999
14862,55703,01/19/2009,11/08/2010
14862,65303,11/08/2010,01/13/2013
14862,67846.52,01/13/2013,08/27/2016
14862,69859.73,08/27/2016,01/01/9999
13389,57641,07/15/2003,10/03/2011
13389,65143,10/03/2011,08/04/2013
13389,67686.52,08/04/2013,12/14/2015
13389,69699.73,12/14/2015,01/01/9999
14349,56575,03/11/2004,05/20/2011
14349,61290,05/20/2011,09/28/2013
14349,63833.52,09/28/2013,03/21/2016
14349,65846.73,03/21/2016,01/01/9999
16873,57151,07/05/2004,10/13/2011
16873,64015,10/13/2011,04/19/2013
16873,66558.52,04/19/2013,09/26/2016
16873,68571.73,09/26/2016,01/01/9999
10200,56130,08/25/2003,09/18/2010
10200,64675,09/18/2010,12/16/2012
10200,67218.52,12/16/2012,06/28/2016
10200,69231.73,06/28/2016,01/01/9999
19862,56608,10/08/2003,08/04/2010
19862,62957,08/04/2010,02/07/2013
19862,65500.52,02/07/2013,06/21/2016
19862,67513.73,06/21/2016,01/01/9999
15287,55073,09/17/2007,10/18/2010
15287,60380,10/18/2010,06/26/2013
15287,62923.52,06/26/2013,02/21/2016
15287,64936.73,02/21/2016,01/01/9999
19391,55966,01/11/2008,05/11/2010
19391,60078,05/11/2010,10/12/2013
19391,62621.52,10/12/2013,01/22/2016
19391,64634.73,01/22/2016,01/01/9999
17915,57921,08/25/2008,09/13/2011
17915,60576,09/13/2011,09/26/2013
17915,63119.52,09/26/2013,01/11/2016
17915,65132.73,01/11/2016,01/01/9999
12106,56658,05/27/2008,09/08/2010
12106,61711,09/08/2010,03/26/2013
12106,64254.52,03/26/2013,08/31/2016
12106,66267.73,08/31/2016,01/01/9999
14411,55774,12/23/2004,07/24/2010
14411,61645,07/24/2010,11/30/2012
14411,64188.52,11/30/2012,05/03/2016
14411,66201.73,05/03/2016,01/01/9999
19910,55651,06/19/2008,03/16/2011
19910,63113,03/16/2011,11/11/2012
19910,65656.52,11/11/2012,03/28/2016
19910,67669.73,03/28/2016,01/01/9999
17727,55491,09/08/2003,08/06/2011
17727,61795,08/06/2011,02/07/2013
17727,64338.52,02/07/2013,06/26/2016
17727,66351.73,06/26/2016,01/01/9999
15019,57466,08/28/2004,04/28/2011
15019,60278,04/28/2011,01/30/2013
15019,62821.52,01/30/2013,09/27/2016
15019,64834.73,09/27/2016,01/01/9999
15522,55528,01/05/2009,05/07/2011
15522,63319,05/07/2011,10/22/2013
15522,65862.52,10/22/2013,02/26/2016
15522,67875.73,02/26/2016,01/01/9999
14169,24388,10/05/2006,06/09/2011
14169,31726,06/09/2011,02/14/2013
14169,34269.52,02/14/2013,03/25/2016
14169,36282.73,03/25/2016,01/01/9999
17482,24917,05/25/2007,02/09/2011
17482,32872,02/09/2011,10/26/2013
17482,35415.52,10/26/2013,07/25/2016
17482,37428.73,07/25/2016,01/01/9999
11249,24090,05/25/2007,01/10/2011
11249,31177,01/10/2011,09/15/2013
11249,33720.52,09/15/2013,04/26/2016
11249,35733.73,04/26/2016,01/01/9999
12458,24758,05/22/2008,03/01/2011
12458,31406,03/01/2011,07/08/2013
12458,33949.52,07/08/2013,04/26/2016
12458,35962.73,04/26/2016,01/01/9999
10511,24012,09/18/2003,09/24/2010
10511,31986,09/24/2010,02/14/2013
10511,34529.52,02/14/2013,04/19/2016
10511,36542.73,04/19/2016,01/01/9999
12455,23795,05/22/2006,01/22/2011
12455,30207,01/22/2011,10/31/2013
12455,32750.52,10/31/2013,03/24/2016
12455,34763.73,03/24/2016,01/01/9999
17788,24985,06/26/2006,05/27/2011
17788,32048,05/27/2011,10/28/2013
17788,34591.52,10/28/2013,10/20/2016
17788,36604.73,10/20/2016,01/01/9999
13876,24694,08/17/2003,07/02/2011
13876,30657,07/02/2011,01/05/2013
13876,33200.52,01/05/2013,08/18/2016
13876,35213.73,08/18/2016,01/01/9999
11057,23373,11/05/2004,11/21/2010
11057,31682,11/21/2010,02/08/2013
11057,34225.52,02/08/2013,01/29/2016
11057,36238.73,01/29/2016,01/01/9999
13849,23984,06/18/2005,06/14/2010
13849,32292,06/14/2010,11/18/2012
13849,34835.52,11/18/2012,09/23/2016
13849,36848.73,09/23/2016,01/01/9999
14894,23498,03/27/2005,10/08/2010
14894,30964,10/08/2010,04/08/2013
14894,33507.52,04/08/2013,04/04/2016
14894,35520.73,04/04/2016,01/01/9999
14492,24435,08/23/2008,06/20/2010
14492,30317,06/20/2010,09/20/2013
14492,32860.52,09/20/2013,04/26/2016
14492,34873.73,04/26/2016,01/01/9999
13563,23963,06/16/2004,08/25/2011
13563,30357,08/25/2011,07/14/2013
13563,32900.52,07/14/2013,02/12/2016
13563,34913.73,02/12/2016,01/01/9999
18479,24221,12/09/2007,12/26/2010
18479,32538,12/26/2010,01/22/2013
18479,35081.52,01/22/2013,12/25/2015
18479,37094.73,12/25/2015,01/01/9999
19671,24942,05/15/2004,03/04/2011
19671,30476,03/04/2011,01/09/2013
19671,33019.52,01/09/2013,06/11/2016
19671,35032.73,06/11/2016,01/01/9999
15758,24990,11/20/2007,10/17/2011
15758,30062,10/17/2011,08/29/2013
15758,32605.52,08/29/2013,06/30/2016
15758,34618.73,06/30/2016,01/01/9999
12153,24776,01/13/2005,04/27/2011
12153,31104,04/27/2011,12/05/2012
12153,33647.52,12/05/2012,05/03/2016
12153,35660.73,05/03/2016,01/01/9999
12667,24591,06/26/2007,08/22/2010
12667,31221,08/22/2010,06/06/2013
12667,33764.52,06/06/2013,10/01/2016
12667,35777.73,10/01/2016,01/01/9999
13030,23333,03/06/2004,06/08/2011
13030,31715,06/08/2011,04/11/2013
13030,34258.52,04/11/2013,01/11/2016
13030,36271.73,01/11/2016,01/01/9999
18886,24911,01/07/2005,02/01/2011
18886,31867,02/01/2011,01/08/2013
18886,34410.52,01/08/2013,09/18/2016
18886,36423.73,09/18/2016,01/01/9999
12465,23977,05/20/2004,03/11/2011
12465,30665,03/11/2011,01/30/2013
12465,33208.52,01/30/2013,06/08/2016
12465,35221.73,06/08/2016,01/01/9999
11202,23120,01/21/2004,08/22/2011
11202,31075,08/22/2011,02/20/2013
11202,33618.52,02/20/2013,10/01/2016
11202,35631.73,10/01/2016,01/01/9999
12551,23566,10/10/2006,03/25/2011
12551,30380,03/25/2011,05/27/2013
12551,32923.52,05/27/2013,05/03/2016
12551,34936.73,05/03/2016,01/01/9999
18384,23304,01/17/2008,04/18/2011
18384,30861,04/18/2011,06/26/2013
18384,33404.52,06/26/2013,02/21/2016
18384,35417.73,02/21/2016,01/01/9999
16671,24822,05/08/2008,05/04/2011
16671,30188,05/04/2011,07/13/2013
16671,32731.52,07/13/2013,08/06/2016
16671,34744.73,08/06/2016,01/01/9999
14399,24465,03/16/2007,08/11/2010
14399,30064,08/11/2010,10/30/2013
14399,32607.52,10/30/2013,08/20/2016
14399,34620.73,08/20/2016,01/01/9999
17905,24713,10/08/2005,12/13/2010
17905,32156,12/13/2010,07/16/2013
17905,34699.52,07/16/2013,08/26/2016
17905,36712.73,08/26/2016,01/01/9999
12877,23241,07/22/2006,10/08/2011
12877,31402,10/08/2011,12/19/2012
12877,33945.52,12/19/2012,05/01/2016
12877,35958.73,05/01/2016,01/01/9999
19948,24512,08/11/2003,09/28/2010
19948,31257,09/28/2010,04/05/2013
19948,33800.52,04/05/2013,06/24/2016
19948,35813.73,06/24/2016,01/01/9999
19615,23817,09/24/2008,09/02/2010
19615,31169,09/02/2010,04/16/2013
19615,33712.52,04/16/2013,11/23/2015
19615,35725.73,11/23/2015,01/01/9999
11617,24264,07/14/2004,08/30/2011
11617,31452,08/30/2011,09/12/2013
11617,33995.52,09/12/2013,02/11/2016
11617,36008.73,02/11/2016,01/01/9999
11828,23768,06/06/2003,07/11/2010
11828,31672,07/11/2010,08/20/2013
11828,34215.52,08/20/2013,09/04/2016
11828,36228.73,09/04/2016,01/01/9999
18754,24193,01/01/2006,10/12/2010
18754,32396,10/12/2010,05/30/2013
18754,34939.52,05/30/2013,03/31/2016
18754,36952.73,03/31/2016,01/01/9999
19509,56384,01/11/2007,06/06/2011
19509,62236,06/06/2011,11/20/2012
19509,64779.52,11/20/2012,01/16/2016
19509,66792.73,01/16/2016,01/01/9999
13603,55593,01/27/2007,05/24/2011
13603,60744,05/24/2011,05/28/2013
13603,63287.52,05/28/2013,04/11/2016
13603,65300.73,04/11/2016,01/01/9999
10239,57013,12/12/2005,07/20/2010
10239,61350,07/20/2010,08/04/2013
10239,63893.52,08/04/2013,09/17/2016
10239,65906.73,09/17/2016,01/01/9999
11775,54489,12/03/2007,11/03/2010
11775,60778,11/03/2010,05/11/2013
11775,63321.52,05/11/2013,03/08/2016
11775,65334.73,03/08/2016,01/01/9999
17134,57068,05/15/2004,10/16/2010
17134,60736,10/16/2010,12/06/2012
17134,63279.52,12/06/2012,07/03/2016
17134,65292.73,07/03/2016,01/01/9999
15084,57285,01/24/2004,07/20/2011
15084,62387,07/20/2011,12/25/2012
15084,64930.52,12/25/2012,08/28/2016
15084,66943.73,08/28/2016,01/01/9999
14351,53389,01/21/2008,08/03/2010
14351,62624,08/03/2010,02/03/2013
14351,65167.52,02/03/2013,04/24/2016
14351,67180.73,04/24/2016,01/01/9999
13343,56236,01/27/2005,05/10/2010
13343,63512,05/10/2010,11/07/2012
13343,66055.52,11/07/2012,10/07/2016
13343,68068.73,10/07/2016,01/01/9999
14965,54192,01/14/2007,04/28/2011
14965,61538,04/28/2011,11/18/2012
14965,64081.52,11/18/2012,01/14/2016
14965,66094.73,01/14/2016,01/01/9999
14816,55725,09/06/2005,03/11/2011
14816,63109,03/11/2011,07/20/2013
14816,65652.52,07/20/2013,11/18/2015
14816,67665.73,11/18/2015,01/01/9999
10538,54108,07/06/2003,04/01/2011
10538,61101,04/01/2011,12/26/2012
10538,63644.52,12/26/2012,04/16/2016
10538,65657.73,04/16/2016,01/01/9999
19050,56542,10/06/2005,04/11/2011
19050,61966,04/11/2011,12/17/2012
19050,64509.52,12/17/2012,01/20/2016
19050,66522.73,01/20/2016,01/01/9999
19397,53507,10/25/2005,12/26/2010
19397,60773,12/26/2010,09/28/2013
19397,63316.52,09/28/2013,12/09/2015
19397,65329.73,12/09/2015,01/01/9999
14820,55756,07/14/2008,07/25/2010
14820,63483,07/25/2010,07/31/2013
14820,66026.52,07/31/2013,05/13/2016
14820,68039.73,05/13/2016,01/01/9999
12679,56498,09/11/2004,10/12/2010
12679,62754,10/12/2010,02/09/2013
12679,65297.52,02/09/2013,08/03/2016
12679,67310.73,08/03/2016,01/01/9999
18387,55001,01/25/2004,03/21/2011
18387,63958,03/21/2011,11/16/2012
18387,66501.52,11/16/2012,09/19/2016
18387,68514.73,09/19/2016,01/01/9999
19035,54012,01/17/2005,05/18/2010
19035,60554,05/18/2010,06/06/2013
19035,63097.52,06/06/2013,12/21/2015
19035,65110.73,12/21/2015,01/01/9999
17280,57003,02/03/2006,06/09/2011
17280,62927,06/09/2011,05/21/2013
17280,65470.52,05/21/2013,07/25/2016
17280,67483.73,07/25/2016,01/01/9999
14847,57325,02/22/2008,02/24/2011
14847,61819,02/24/2011,01/16/2013
14847,64362.52,01/16/2013,07/17/2016
14847,66375.73,07/17/2016,01/01/9999
15446,57561,06/14/2007,03/25/2011
15446,61395,03/25/2011,11/07/2012
15446,63938.52,11/07/2012,04/29/2016
15446,65951.73,04/29/2016,01/01/9999
19209,53686,04/25/2004,08/10/2010
19209,60572,08/10/2010,11/12/2012
19209,63115.52,11/12/2012,04/12/2016
19209,65128.73,04/12/2016,01/01/9999
11911,55481,06/04/2007,07/11/2010
11911,60601,07/11/2010,12/16/2012
11911,63144.52,12/16/2012,04/10/2016
11911,65157.73,04/10/2016,01/01/9999
17181,56792,09/02/2004,09/02/2011
17181,63087,09/02/2011,02/03/2013
17181,65630.52,02/03/2013,09/15/2016
17181,67643.73,09/15/2016,01/01/9999
12520,54621,04/23/2007,12/03/2010
12520,60268,12/03/2010,05/22/2013
12520,62811.52,05/22/2013,10/17/2016
12520,64824.73,10/17/2016,01/01/9999
11782,57089,08/25/2003,11/22/2010
11782,60420,11/22/2010,02/20/2013
11782,62963.52,02/20/2013,01/28/2016
11782,64976.73,01/28/2016,01/01/9999
11094,56938,03/15/2009,09/18/2011
11094,61985,09/18/2011,05/04/2013
11094,64528.52,05/04/2013,11/25/2015
11094,66541.73,11/25/2015,01/01/9999
18911,54272,12/24/2008,08/12/2010
18911,63428,08/12/2010,12/16/2012
18911,65971.52,12/16/2012,07/03/2016
18911,67984.73,07/03/2016,01/01/9999
16110,54430,08/12/2006,07/25/2011
16110,60564,07/25/2011,07/29/2013
16110,63107.52,07/29/2013,09/19/2016
16110,65120.73,09/19/2016,01/01/9999
12870,57910,10/04/2006,07/23/2011
12870,60419,07/23/2011,12/13/2012
12870,62962.52,12/13/2012,12/21/2015
12870,64975.73,12/21/2015,01/01/9999
10243,57339,07/03/2004,12/08/2010
10243,63049,12/08/2010,12/24/2012
10243,65592.52,12/24/2012,12/20/2015
10243,67605.73,12/20/2015,01/01/9999
19014,54209,10/22/2007,03/21/2011
19014,61470,03/21/2011,07/05/2013
19014,64013.52,07/05/2013,02/25/2016
19014,66026.73,02/25/2016,01/01/9999
19999,54736,10/01/2003,04/27/2011
19999,63749,04/27/2011,07/11/2013
19999,66292.52,07/11/2013,10/22/2016
19999,68305.73,10/22/2016,01/01/9999
17329,53328,04/20/2009,09/28/2011
17329,63586,09/28/2011,02/24/2013
17329,66129.52,02/24/2013,03/08/2016
17329,68142.73,03/08/2016,01/01/9999
19032,53333,03/21/2006,09/20/2011
19032,63333,09/20/2011,09/14/2013
19032,65876.52,09/14/2013,10/08/2016
19032,67889.73,10/08/2016,01/01/9999
12525,55555,10/21/2008,09/20/2011
12525,65555,09/20/2011,09/14/2013
12525,68098.52,09/14/2013,10/08/2016
12525,70111.73,10/08/2016,01/01/9999
16334,51111,03/21/2007,09/20/2011
16334,61111,09/20/2011,09/14/2013
16334,63654.52,09/14/2013,10/08/2016
16334,65667.73,10/08/2016,01/01/9999
